,Gender_Male,Gender_Other,Marital Status_Married,Marital Status_Single,Job Role_Developer,Job Role_Manager,Job Role_Sales,Department_IT,Department_Marketing,Department_Sales,Work Location_On-site,Work Location_Remote,Age,Education Level,Tenure,Salary,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Work_Stress,Dissatisfaction,Stagnation_Flag,Projects_Per_Year,Salary_Performance_Ratio,Commute_Burden,Overwork_Flag
2757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,7.0,94171.0,5.0,46.0,80.0,1.0,35.0,0.66,1.0,198.0,14.0,20.0,7.4,0.5276381909547739,0.5999999999999999,0,5.75,1.88342,28.0,0
4655,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,2.0,1.0,90417.0,5.0,21.0,60.0,0.0,8.0,0.35,1.0,298.0,4.0,19.0,9.7,0.0802675585284281,0.68,0,10.5,1.80834,7.6000000000000005,0
5551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,1.0,7.0,73600.0,4.0,46.0,28.0,0.0,26.0,0.04,2.0,269.0,3.0,14.0,8.1,0.1925925925925926,1.15,1,5.75,1.84,4.2,0
5842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0,1.0,8.0,121070.0,4.0,20.0,0.0,1.0,19.0,0.09,2.0,267.0,0.0,10.0,1.6,0.1417910447761194,1.75,0,2.2222222222222223,3.02675,0.0,0
747,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,2.0,13.0,110388.0,5.0,38.0,72.0,0.0,49.0,0.23,1.0,208.0,2.0,8.0,5.5,0.7033492822966507,1.22,1,2.7142857142857144,2.20776,1.6,0
9959,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0,1.0,3.0,129595.0,1.0,32.0,3.0,0.0,32.0,0.91,0.0,286.0,1.0,39.0,4.7,0.445993031358885,0.62,0,8.0,12.9595,3.9000000000000004,1
4292,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,36430.0,4.0,14.0,57.0,0.0,26.0,0.09,1.0,279.0,7.0,11.0,5.4,0.2785714285714286,1.37,0,14.0,0.91075,7.699999999999999,0
480,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,1.0,2.0,52331.0,1.0,45.0,12.0,0.0,47.0,0.29,1.0,253.0,14.0,4.0,5.3,0.5551181102362205,1.18,0,15.0,5.2331,5.6,1
6229,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,0.0,10.0,59109.0,5.0,12.0,13.0,0.0,18.0,0.43,1.0,298.0,4.0,34.0,6.5,0.1806020066889632,0.92,1,1.0909090909090908,1.18218,13.600000000000001,0
7791,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,2.0,87930.0,3.0,42.0,21.0,0.0,35.0,0.47,3.0,249.0,16.0,6.0,1.6,0.14,1.37,0,14.0,2.931,9.600000000000001,0
1002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,1.0,7.0,142079.0,4.0,47.0,14.0,0.0,7.0,0.92,0.0,168.0,0.0,15.0,6.0,0.16568047337278108,0.48,1,5.875,3.551975,0.0,0
1034,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,10.0,56870.0,2.0,15.0,69.0,0.0,44.0,0.78,2.0,258.0,7.0,33.0,7.5,0.33976833976833976,0.47,1,1.3636363636363635,2.8435,23.099999999999998,1
9226,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0,2.0,14.0,96388.0,1.0,38.0,31.0,0.0,41.0,0.92,1.0,269.0,19.0,10.0,4.3,0.45555555555555555,0.65,1,2.533333333333333,9.6388,19.0,1
1183,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,2.0,5.0,132023.0,5.0,45.0,19.0,1.0,49.0,0.59,1.0,293.0,16.0,39.0,8.1,0.5,0.6000000000000001,0,7.5,2.64046,62.400000000000006,1
5414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,1.0,14.0,76756.0,4.0,12.0,35.0,0.0,3.0,0.26,1.0,164.0,12.0,26.0,2.5,0.05454545454545454,1.49,1,0.8,1.9189,31.2,0
713,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,7.0,81178.0,2.0,31.0,73.0,0.0,10.0,0.54,2.0,169.0,2.0,32.0,7.3,0.11764705882352941,0.73,1,3.875,4.0589,6.4,0
8385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,6.0,83538.0,2.0,43.0,16.0,0.0,16.0,0.84,2.0,231.0,6.0,22.0,6.6,0.13793103448275862,0.5,1,6.142857142857143,4.1769,13.2,0
1368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,1.0,5.0,93438.0,4.0,8.0,99.0,1.0,4.0,0.11,1.0,297.0,0.0,29.0,4.3,0.040268456375838924,1.46,0,1.3333333333333333,2.33595,0.0,0
8626,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.0,2.0,10.0,66377.0,5.0,29.0,55.0,0.0,36.0,0.21,0.0,226.0,17.0,3.0,3.2,0.6343612334801763,1.47,1,2.6363636363636362,1.32754,5.1,0
7651,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,3.0,14.0,50432.0,1.0,18.0,51.0,0.0,22.0,0.7,1.0,234.0,15.0,25.0,1.4,0.2808510638297872,1.1600000000000001,1,1.2,5.0432,37.5,0
8110,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,2.0,7.0,136149.0,5.0,15.0,41.0,0.0,45.0,0.43,1.0,157.0,7.0,23.0,4.3,0.8544303797468356,1.1400000000000001,1,1.875,2.72298,16.099999999999998,0
4343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,0.0,12.0,44895.0,2.0,34.0,4.0,0.0,40.0,0.24,0.0,253.0,13.0,46.0,8.7,0.6299212598425197,0.8900000000000001,1,2.6153846153846154,2.24475,59.800000000000004,1
3916,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,2.0,2.0,40232.0,5.0,25.0,8.0,0.0,17.0,0.27,2.0,216.0,15.0,35.0,9.7,0.15668202764976957,0.76,0,8.333333333333334,0.80464,52.5,0
4911,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,3.0,13.0,118529.0,4.0,49.0,22.0,1.0,14.0,0.53,1.0,162.0,5.0,29.0,6.0,0.25766871165644173,0.87,0,3.5,2.963225,14.5,0
2361,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,2.0,111566.0,3.0,39.0,83.0,0.0,13.0,0.95,0.0,238.0,10.0,20.0,10.0,0.2175732217573222,0.050000000000000044,0,13.0,3.7188666666666665,20.0,0
3824,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,2.0,9.0,33662.0,4.0,34.0,3.0,0.0,16.0,0.31,1.0,150.0,4.0,18.0,2.1,0.31788079470198677,1.48,1,3.4,0.84155,7.2,0
3066,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,5.0,71481.0,4.0,27.0,52.0,0.0,9.0,0.01,1.0,271.0,12.0,6.0,7.3,0.09926470588235295,1.26,0,4.5,1.787025,7.199999999999999,0
1220,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0,1.0,13.0,43931.0,4.0,32.0,20.0,1.0,45.0,0.46,1.0,160.0,18.0,42.0,2.1,0.8385093167701863,1.33,0,2.2857142857142856,1.098275,75.60000000000001,0
6347,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,42.0,1.0,2.0,101396.0,5.0,47.0,74.0,0.0,19.0,0.27,3.0,278.0,3.0,12.0,9.6,0.06810035842293907,0.77,0,15.666666666666666,2.02792,3.5999999999999996,0
8050,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,2.0,2.0,87014.0,3.0,20.0,76.0,0.0,41.0,0.16,1.0,245.0,2.0,30.0,4.5,0.5,1.3900000000000001,0,6.666666666666667,2.9004666666666665,6.0,0
3091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1.0,3.0,120793.0,3.0,11.0,18.0,0.0,34.0,0.76,1.0,213.0,15.0,41.0,2.4,0.47663551401869153,1.0,0,2.75,4.026433333333333,61.5,0
8829,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,14.0,133486.0,2.0,26.0,26.0,0.0,27.0,0.35,1.0,280.0,8.0,46.0,6.5,0.2882562277580071,1.0,1,1.7333333333333334,6.6743,36.800000000000004,0
5980,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,2.0,6.0,52534.0,4.0,49.0,92.0,0.0,45.0,0.57,1.0,159.0,3.0,12.0,5.0,0.84375,0.93,1,7.0,1.31335,3.5999999999999996,0
7909,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,1.0,11.0,90915.0,4.0,38.0,28.0,0.0,19.0,0.63,2.0,286.0,12.0,8.0,4.8,0.13240418118466898,0.89,1,3.1666666666666665,2.272875,9.6,0
7217,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,0.0,12.0,78507.0,4.0,8.0,67.0,0.0,35.0,0.74,0.0,201.0,9.0,27.0,6.8,0.693069306930693,0.5800000000000001,1,0.6153846153846154,1.962675,24.3,0
7430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,2.0,10.0,30696.0,3.0,13.0,69.0,0.0,14.0,0.35,3.0,295.0,7.0,40.0,8.9,0.0472972972972973,0.76,1,1.1818181818181819,1.0232,28.0,0
2659,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,1.0,0.0,122892.0,2.0,39.0,91.0,0.0,4.0,0.79,0.0,259.0,17.0,13.0,2.1,0.06153846153846154,1.0,0,39.0,6.1446,22.099999999999998,0
9829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,1.0,6.0,86953.0,2.0,35.0,17.0,0.0,47.0,0.43,3.0,279.0,13.0,45.0,1.2,0.16785714285714284,1.4500000000000002,1,5.0,4.34765,58.5,1
6004,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,2.0,8.0,119724.0,5.0,21.0,21.0,0.0,9.0,0.31,0.0,253.0,19.0,49.0,8.1,0.14173228346456693,0.88,1,2.3333333333333335,2.39448,93.1,0
2934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,1.0,1.0,102184.0,4.0,6.0,99.0,0.0,17.0,0.45,2.0,194.0,16.0,13.0,9.7,0.17435897435897435,0.5800000000000001,0,3.0,2.5546,20.8,0
5424,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,2.0,4.0,94755.0,5.0,3.0,19.0,0.0,28.0,0.12,0.0,193.0,1.0,35.0,1.5,0.5773195876288659,1.73,0,0.6,1.8951,3.5,0
3440,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,2.0,6.0,121274.0,3.0,37.0,74.0,0.0,8.0,0.7,1.0,166.0,16.0,37.0,8.5,0.14371257485029942,0.45000000000000007,1,5.285714285714286,4.042466666666667,59.2,0
9637,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,46.0,1.0,3.0,118717.0,2.0,46.0,74.0,0.0,47.0,0.95,1.0,267.0,1.0,20.0,3.7,0.5261194029850746,0.68,0,11.5,5.93585,2.0,1
8507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,2.0,10.0,92677.0,5.0,34.0,90.0,0.0,43.0,0.97,0.0,210.0,15.0,11.0,8.4,0.8151658767772512,0.19,1,3.090909090909091,1.85354,16.5,0
5405,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,2.0,10.0,145685.0,3.0,30.0,73.0,0.0,9.0,0.99,1.0,174.0,15.0,34.0,8.6,0.15428571428571428,0.15000000000000005,1,2.727272727272727,4.856166666666667,51.0,0
4771,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,1.0,10.0,121633.0,5.0,24.0,23.0,0.0,44.0,0.37,0.0,250.0,0.0,28.0,7.9,0.701195219123506,0.84,1,2.1818181818181817,2.43266,0.0,0
7829,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,36.0,3.0,0.0,40386.0,5.0,41.0,57.0,1.0,47.0,0.75,1.0,284.0,0.0,16.0,9.7,0.4947368421052632,0.2800000000000001,0,41.0,0.80772,0.0,1
9434,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,36.0,1.0,1.0,54446.0,3.0,33.0,39.0,0.0,8.0,0.12,1.0,276.0,16.0,4.0,3.1,0.08664259927797835,1.57,0,16.5,1.8148666666666666,6.4,0
8765,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0,4.0,116905.0,3.0,7.0,12.0,0.0,23.0,0.39,0.0,172.0,1.0,29.0,7.6,0.5317919075144508,0.8500000000000001,0,1.4,3.8968333333333334,2.9000000000000004,0
113,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,47.0,0.0,4.0,72078.0,4.0,16.0,2.0,0.0,24.0,0.92,3.0,203.0,16.0,9.0,5.6,0.11764705882352941,0.52,0,3.2,1.80195,14.4,0
269,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,1.0,11.0,49848.0,1.0,22.0,35.0,0.0,38.0,0.37,1.0,284.0,8.0,15.0,5.4,0.4,1.0899999999999999,1,1.8333333333333333,4.9848,12.0,1
3887,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,1.0,10.0,38471.0,1.0,40.0,98.0,1.0,16.0,0.53,1.0,260.0,16.0,49.0,9.1,0.1839080459770115,0.56,0,3.6363636363636362,3.8471,78.4,0
905,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,0.0,14.0,47266.0,5.0,22.0,43.0,0.0,41.0,0.3,1.0,267.0,1.0,0.0,5.4,0.458955223880597,1.16,1,1.4666666666666666,0.94532,0.0,1
4149,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,51.0,1.0,10.0,133648.0,1.0,33.0,47.0,0.0,31.0,0.42,1.0,202.0,8.0,29.0,8.4,0.458128078817734,0.74,1,3.0,13.3648,23.200000000000003,0
773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,0.0,13.0,64868.0,5.0,36.0,85.0,0.0,1.0,0.46,1.0,165.0,17.0,26.0,6.7,0.01807228915662651,0.87,1,2.5714285714285716,1.29736,44.199999999999996,0
3680,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,2.0,11.0,105984.0,1.0,28.0,37.0,0.0,34.0,0.02,3.0,193.0,8.0,33.0,8.6,0.17525773195876287,1.12,1,2.3333333333333335,10.5984,26.400000000000002,0
3958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,133563.0,3.0,23.0,83.0,0.0,39.0,0.72,0.0,238.0,13.0,18.0,5.1,0.6527196652719666,0.77,0,23.0,4.4521,23.400000000000002,0
6329,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1.0,8.0,53702.0,5.0,3.0,30.0,0.0,3.0,0.24,2.0,289.0,17.0,14.0,8.4,0.020689655172413793,0.9199999999999999,1,0.3333333333333333,1.07404,23.8,0
1436,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,2.0,13.0,94203.0,1.0,33.0,37.0,0.0,5.0,0.35,0.0,189.0,16.0,35.0,3.0,0.10526315789473684,1.35,1,2.357142857142857,9.4203,56.0,0
2859,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,1.0,2.0,127944.0,2.0,4.0,95.0,0.0,19.0,0.15,2.0,263.0,6.0,32.0,8.7,0.14393939393939395,0.98,0,1.3333333333333333,6.3972,19.2,0
9247,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,56.0,1.0,10.0,78934.0,2.0,3.0,17.0,0.0,40.0,0.23,1.0,182.0,5.0,32.0,2.2,0.6557377049180327,1.55,1,0.2727272727272727,3.9467,16.0,0
7493,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,1.0,7.0,103242.0,3.0,33.0,28.0,0.0,8.0,0.28,0.0,187.0,14.0,14.0,1.6,0.1702127659574468,1.56,1,4.125,3.4414,19.599999999999998,0
7715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,2.0,11.0,145633.0,4.0,46.0,63.0,0.0,47.0,0.34,2.0,243.0,12.0,19.0,6.1,0.38524590163934425,1.0499999999999998,1,3.8333333333333335,3.640825,22.8,0
7277,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,2.0,11.0,106127.0,5.0,16.0,61.0,0.0,26.0,0.77,1.0,215.0,14.0,46.0,5.5,0.3611111111111111,0.6799999999999999,1,1.3333333333333333,2.12254,64.39999999999999,0
5601,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,28.0,1.0,6.0,103860.0,3.0,28.0,7.0,0.0,44.0,0.06,1.0,221.0,17.0,10.0,5.9,0.5945945945945946,1.3499999999999999,1,4.0,3.462,17.0,0
4327,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,54.0,2.0,10.0,49065.0,5.0,49.0,84.0,1.0,9.0,0.59,2.0,270.0,9.0,27.0,2.1,0.06642066420664207,1.2000000000000002,0,4.454545454545454,0.9813,24.3,0
8673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,1.0,14.0,137046.0,5.0,24.0,28.0,0.0,29.0,0.44,2.0,260.0,2.0,29.0,7.3,0.2222222222222222,0.8300000000000001,1,1.6,2.74092,5.800000000000001,0
1161,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,58.0,0.0,9.0,88513.0,5.0,10.0,45.0,0.0,15.0,0.51,2.0,189.0,17.0,24.0,2.0,0.15789473684210525,1.29,1,1.0,1.77026,40.8,0
2162,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,2.0,7.0,58873.0,5.0,36.0,72.0,0.0,9.0,0.58,1.0,261.0,19.0,8.0,1.9,0.10305343511450382,1.23,1,4.5,1.17746,15.2,0
7687,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,2.0,4.0,55557.0,2.0,26.0,57.0,0.0,10.0,0.5,1.0,165.0,7.0,26.0,9.5,0.18072289156626506,0.55,0,5.2,2.77785,18.2,0
9177,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,1.0,9.0,140448.0,1.0,45.0,65.0,0.0,4.0,0.62,0.0,295.0,7.0,34.0,5.1,0.05405405405405406,0.8700000000000001,1,4.5,14.0448,23.799999999999997,0
160,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0,2.0,8.0,45485.0,4.0,41.0,82.0,1.0,37.0,0.83,2.0,168.0,13.0,1.0,1.8,0.4378698224852071,0.99,0,4.555555555555555,1.137125,1.3,0
3520,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,8.0,131269.0,5.0,44.0,74.0,0.0,44.0,0.21,0.0,162.0,12.0,39.0,7.3,1.0797546012269938,1.06,1,4.888888888888889,2.62538,46.8,0
5118,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,1.0,8.0,139360.0,3.0,13.0,17.0,0.0,6.0,0.28,1.0,211.0,11.0,13.0,5.4,0.0849056603773585,1.18,1,1.4444444444444444,4.645333333333333,14.3,0
3300,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,2.0,7.0,117489.0,2.0,13.0,31.0,0.0,23.0,0.16,3.0,186.0,1.0,48.0,2.8,0.12299465240641712,1.56,1,1.625,5.87445,4.800000000000001,0
4480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,3.0,14.0,39211.0,1.0,49.0,66.0,0.0,26.0,0.01,0.0,185.0,9.0,23.0,9.4,0.5591397849462365,1.05,1,3.2666666666666666,3.9211,20.7,0
3686,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,1.0,61101.0,1.0,48.0,45.0,0.0,43.0,0.88,2.0,175.0,12.0,44.0,6.5,0.48863636363636365,0.47,0,24.0,6.1101,52.8,0
3679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,110049.0,2.0,8.0,15.0,0.0,5.0,0.97,1.0,187.0,0.0,21.0,2.6,0.0797872340425532,0.77,0,8.0,5.50245,0.0,0
103,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,1.0,0.0,104161.0,5.0,30.0,93.0,0.0,24.0,0.25,1.0,242.0,0.0,23.0,2.7,0.2962962962962963,1.48,0,30.0,2.08322,0.0,0
8948,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,1.0,4.0,146263.0,3.0,41.0,95.0,0.0,12.0,0.76,1.0,200.0,2.0,38.0,9.1,0.1791044776119403,0.33,0,8.2,4.8754333333333335,7.6000000000000005,0
2638,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,10.0,112090.0,1.0,7.0,62.0,0.0,32.0,0.32,1.0,228.0,4.0,1.0,4.9,0.4192139737991266,1.19,1,0.6363636363636364,11.209,0.4,0
8937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,1.0,1.0,38918.0,5.0,11.0,38.0,0.0,41.0,0.82,1.0,246.0,11.0,7.0,5.6,0.49797570850202433,0.6200000000000001,0,5.5,0.77836,7.700000000000001,0
3040,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,144592.0,4.0,24.0,61.0,0.0,25.0,0.21,2.0,282.0,6.0,32.0,4.5,0.17667844522968199,1.34,0,24.0,3.6148,19.2,0
6110,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,1.0,0.0,116408.0,1.0,11.0,21.0,0.0,37.0,0.62,0.0,251.0,4.0,47.0,7.8,0.5873015873015873,0.6000000000000001,0,11.0,11.6408,18.8,1
2059,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,44.0,2.0,1.0,62604.0,5.0,14.0,60.0,0.0,13.0,0.3,0.0,168.0,1.0,30.0,7.2,0.3076923076923077,0.98,0,7.0,1.25208,3.0,0
3000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,58.0,1.0,3.0,119789.0,4.0,10.0,11.0,1.0,29.0,0.07,0.0,288.0,9.0,37.0,8.7,0.4013840830449827,1.06,0,2.5,2.994725,33.300000000000004,0
4490,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,1.0,11.0,116307.0,4.0,45.0,74.0,0.0,22.0,0.48,1.0,298.0,18.0,36.0,3.4,0.22073578595317728,1.18,1,3.75,2.907675,64.8,0
4939,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,1.0,6.0,139062.0,4.0,31.0,0.0,0.0,28.0,0.85,1.0,264.0,0.0,32.0,6.4,0.31698113207547174,0.51,1,4.428571428571429,3.47655,0.0,0
8988,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,13.0,121936.0,5.0,19.0,16.0,0.0,14.0,0.78,1.0,198.0,5.0,12.0,1.2,0.21105527638190955,1.1,1,1.3571428571428572,2.43872,6.0,0
9805,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,0.0,2.0,37853.0,5.0,16.0,43.0,0.0,17.0,0.98,0.0,248.0,0.0,13.0,1.9,0.27309236947791166,0.83,0,5.333333333333333,0.75706,0.0,0
4551,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,2.0,14.0,141251.0,2.0,35.0,5.0,0.0,20.0,0.28,2.0,251.0,15.0,32.0,4.5,0.15873015873015872,1.27,1,2.3333333333333335,7.06255,48.0,0
5500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,2.0,8.0,52391.0,4.0,35.0,60.0,0.0,5.0,0.13,0.0,272.0,19.0,1.0,8.7,0.07326007326007326,1.0,1,3.888888888888889,1.309775,1.9,0
6717,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,13.0,102579.0,3.0,39.0,2.0,0.0,16.0,0.67,0.0,212.0,12.0,43.0,7.7,0.3004694835680751,0.5599999999999999,1,2.7857142857142856,3.4193,51.6,0
